,ses_rec,ses_rec_avg,ses_rec_sd,ses_rec_cv,user_rec,ses_n,ses_n_r,int_n,view_count,cart_count,purchase_count,int_n_r,tran_n,tran_n_r,rev_sum,rev_per_purchase,rev_sum_r,major_spend_r,int_cat_n,int_itm_n,int_cat_n_avg,int_itm_n_avg,ses_mo_avg,ses_mo_sd,ses_hr_avg,ses_hr_sd,ses_wknd_r,ses_len_avg,time_to_int,time_to_tran
1515915625395090000,26.211550925925927,108.31975694444445,0.0,0.0,134.53130787037037,2,0.01846385236098498,9,4,2,3,4.5,3,1.5,227.01,75.67,227.01,0.0,1,2,0.5,1.0,9.11111111111111,2.6666666666666665,10.0,3.605551275463989,0.8888888888888888,595.6833333333333,19497.55625,0.4119965277777778
1515915625527090000,103.15253472222223,0.38247656955736226,1.8478295221053855,483.1222796847052,134.51561342592592,83,2.6464238662321895,136,121,10,5,1.6385542168674698,5,0.060240963855421686,98.13,19.625999999999998,32.71,0.0,23,91,0.27710843373493976,1.0963855421686748,10.051470588235293,0.22177242059360688,11.904411764705882,2.748410116764716,0.8382352941176471,411.1240963855422,334.5395061728395,1.3226070601851851
1515915625527100000,38.66398148148148,1.0530943477818477,5.749991897033069,546.0091879843799,134.49556712962962,92,0.9600175075656573,116,111,4,1,1.2608695652173914,1,0.010869565217391304,2.86,2.86,2.86,0.0,30,91,0.32608695652173914,0.9891304347826086,9.982758620689655,0.8942595540026607,12.206896551724139,1.3221671365721825,0.9224137931034483,42.80869565217392,1199.978115942029,0.0
1515915625527110000,26.418518518518518,1.301846692324855,8.641520602635643,663.789419567023,134.47560185185185,84,0.7773669009821198,173,150,14,9,2.0595238095238093,9,0.10714285714285714,678.69,75.41000000000001,113.11500000000001,0.0,26,98,0.30952380952380953,1.1666666666666667,9.61271676300578,1.8252938965671457,11.982658959537572,2.184708986099847,0.9017341040462428,308.7210317460317,904.663953488372,0.1013917824074074
1515915625527120000,99.6050462962963,0.4005779054916986,1.667009427871966,416.151116928368,134.45532407407407,88,2.52508747738341,140,132,4,4,1.5909090909090908,4,0.045454545454545456,324.02,81.005,81.005,0.0,24,93,0.2727272727272727,1.0568181818181819,10.021428571428572,0.1453280656301976,12.42142857142857,2.5134683456048643,0.9285714285714286,36.35965909090908,361.0388489208633,0.42631558641975303
1515915625357330000,134.45465277777777,0.0,0.0,0.0,134.45465277777777,1,1.0,1,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,10.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0
1515915625510500000,134.32980324074074,0.0,0.0,0.0,134.43423611111112,1,1.0,2,2,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,10.0,0.0,14.5,2.1213203435596424,1.0,150.38333333333333,150.38333333333333,0.0
1515915625527130000,41.66310185185185,1.3252876984126984,5.274649920799955,398.0003683062493,134.43324074074073,71,0.7653324749792273,98,88,4,6,1.380281690140845,6,0.08450704225352113,798.84,133.14000000000001,199.71,1.0,21,69,0.29577464788732394,0.971830985915493,9.918367346938776,1.3368178047312569,13.357142857142858,3.0128590387917034,0.9081632653061225,258.50117370892025,1377.2061855670104,8.560259259259258
1515915625527140000,70.52431712962964,0.7697487170905846,3.6792748939472877,477.98389425757335,134.4134837962963,84,1.3147768922743814,141,133,3,5,1.6785714285714286,5,0.05952380952380952,188.47,37.694,47.1175,0.0,26,109,0.30952380952380953,1.2976190476190477,10.078014184397164,0.31782569314946396,14.134751773049645,2.30595458435029,0.9361702127659575,15.048611111111112,657.1457142857143,0.004013310185185185
1515915625509710000,1.2322916666666666,19.022754629629627,18.372192747276138,96.58008582342653,134.39297453703705,8,0.06007779344138586,29,28,1,0,3.625,0,0.0,0.0,0.0,0.0,0.0,4,22,0.5,2.75,7.172413793103448,4.9285535803203615,16.896551724137932,1.6112290691582292,0.3448275862068966,13.164583333333333,6848.26369047619,0.0
1515915625527150000,13.349039351851852,1.2351289682539683,4.298841322759411,348.0479717706272,134.391875,99,0.8178922731765548,146,133,7,6,1.4747474747474747,6,0.06060606060606061,910.9100000000001,151.81833333333336,151.81833333333336,1.0,27,101,0.2727272727272727,1.02020202020202,9.732876712328768,1.7822538845050258,13.897260273972602,3.352260075613002,0.8561643835616438,263.20824915824915,1202.0805747126437,3.3445833333333335
1515915625424830000,115.67344907407407,9.353350694444444,2.0879537423224015,22.323056309249385,134.38015046296297,3,0.16037033668490014,4,4,0,0,1.3333333333333333,0,0.0,0.0,0.0,0.0,0.0,1,3,0.3333333333333333,1.0,10.25,0.5,10.25,2.8722813232690148,0.25,0.049999999999999996,8979.216666666667,0.0
1515915625527160000,0.660775462962963,1.2774996562156213,6.023793497588585,471.5299505780741,134.3709837962963,102,0.7628437743939397,201,183,9,9,1.9705882352941178,9,0.08823529411764706,418.47999999999996,46.49777777777777,83.696,0.0,30,127,0.29411764705882354,1.2450980392156863,9.283582089552239,2.562065398165631,14.114427860696518,2.8830263259325086,0.7860696517412935,2078.606699346405,962.7135000000001,1.8819950810185186
1515915625527170000,51.37028935185185,0.703145597928437,4.843322689785858,688.8079373681566,134.3490972222222,119,1.4341011042952314,210,196,6,8,1.7647058823529411,8,0.06722689075630252,596.23,74.52875,149.0575,0.0,28,118,0.23529411764705882,0.9915966386554622,9.91904761904762,0.8793859578099634,15.371428571428572,3.2170512899316015,0.9,14.617366946778711,571.7200159489634,0.10617063492063493
1515915625527180000,0.23747685185185186,1.314542597131445,4.56582287554163,347.3316791334895,134.32722222222222,103,0.7681422596150278,164,155,5,4,1.5922330097087378,4,0.038834951456310676,267.03,66.7575,89.00999999999999,0.0,26,113,0.2524271844660194,1.0970873786407767,9.347560975609756,2.361746551897614,15.524390243902438,3.1997914416549533,0.9207317073170732,81.50760517799353,1184.5965235173824,0.002534722222222222
1515915625527190000,70.23331018518519,0.589984984984985,2.0371046776088035,345.28076636740974,134.30655092592593,75,1.170535454940888,134,112,10,12,1.7866666666666666,12,0.16,778.0,64.83333333333333,129.66666666666666,0.0,25,88,0.3333333333333333,1.1733333333333333,10.328358208955224,0.5170203731095147,15.440298507462687,4.254164159053833,0.6865671641791045,985.551111111111,693.7253132832079,5.82432239057239
1515915625527200000,45.267037037037035,1.3487613987093154,5.216801520705309,386.78461036158643,134.28528935185184,67,0.7526546327044612,155,146,5,4,2.3134328358208953,4,0.05970149253731343,152.54000000000002,38.135000000000005,50.84666666666667,0.0,23,106,0.34328358208955223,1.5820895522388059,9.987096774193548,0.7728098233339652,16.587096774193547,2.5553282676613205,0.9548387096774194,572.4116915422885,832.3784632034632,2.219618055555556
1515915625429470000,134.27296296296296,0.0,0.0,0.0,134.27296296296296,1,1.0,1,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,10.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0
1515915625527210000,72.12239583333333,0.5427283653846154,2.1325125642567033,392.9244720322394,134.26631944444443,79,1.2712425513131758,128,119,6,3,1.620253164556962,3,0.0379746835443038,67.98,22.66,33.99,0.0,27,84,0.34177215189873417,1.0632911392405062,10.1171875,0.36846337118567407,16.765625,3.3355266734020246,0.8515625,1134.0337552742615,704.6240157480315,0.01091435185185185
1515915625527220000,40.36673611111111,1.1038544389978213,6.150313529555443,557.1670785814163,134.24737268518518,86,0.9160568476987684,132,124,7,1,1.5348837209302326,1,0.011627906976744186,36.49,36.49,36.49,0.0,25,94,0.29069767441860467,1.0930232558139534,9.515151515151516,2.1842071892497303,17.37878787878788,1.7670880131629474,0.8484848484848485,18.763178294573642,1031.9703562340967,0.0
1515915625447100000,134.23072916666666,0.0,0.0,0.0,134.23072916666666,1,1.0,1,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,10.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0
1515915625527230000,101.1716087962963,0.351656816390859,1.268889946786098,360.83189281215414,134.22734953703704,95,2.8739334793642617,151,135,6,10,1.5894736842105264,10,0.10526315789473684,272.0,27.2,45.333333333333336,0.0,28,88,0.29473684210526313,0.9263157894736842,10.033112582781458,0.17952598857533522,16.28476821192053,3.8822287128979727,0.9006622516556292,264.6975438596491,317.3351111111111,0.18558513374485597
1515915625527240000,0.5170370370370371,1.3368998842592592,5.7206726904197795,427.90584080194253,134.20707175925926,101,0.7554788972106654,159,146,10,3,1.5742574257425743,3,0.0297029702970297,103.78999999999999,34.596666666666664,51.894999999999996,0.0,30,110,0.297029702970297,1.0891089108910892,9.534591194968554,2.137015173275112,17.71698113207547,3.453363935979711,0.9119496855345912,221.17673267326734,1218.4408227848098,14.037152777777777
1515915625527250000,9.45318287037037,1.9189816595441596,12.095884944958398,630.3283246506738,134.18722222222223,66,0.5291258131537463,99,91,4,4,1.5,4,0.06060606060606061,142.72,35.68,142.72,0.0,25,63,0.3787878787878788,0.9545454545454546,9.808080808080808,1.4685600866485853,17.545454545454547,4.086495248220547,0.898989898989899,2121.40404040404,1832.826700680272,0.0016280864197530864
1515915625355560000,131.1590625,3.006574074074074,0.0,0.0,134.16563657407409,2,0.665208955683533,2,2,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1.0,1.0,10.0,0.0,20.0,0.0,0.5,0.0,4329.466666666666,0.0
1515915625527260000,27.712592592592593,1.6815452307466199,7.32947741422092,435.8775060107406,134.16414351851853,64,0.6012124712446346,108,91,10,7,1.6875,7,0.109375,317.87,45.410000000000004,79.4675,0.0,20,67,0.3125,1.046875,9.777777777777779,1.4425660763844417,19.537037037037038,2.2020632887334104,0.9259259259259259,81.93203125000001,1432.6190031152648,0.3249633487654321
1515915625512680000,98.4900462962963,0.0,0.0,0.0,134.16379629629628,1,0.02803181611128631,3,3,0,0,3.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,10.666666666666666,0.5773502691896258,16.0,4.0,0.6666666666666666,51370.2,25685.100000000002,0.0
1515915625496390000,134.16327546296296,0.0,0.0,0.0,134.16327546296296,1,1.0,1,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,10.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0
1515915625527270000,47.978043981481484,1.2486986714975845,6.14273770251713,491.93114742006134,134.1392013888889,70,0.8124310548546786,102,100,2,0,1.457142857142857,0,0.0,0.0,0.0,0.0,0.0,24,68,0.34285714285714286,0.9714285714285714,9.892156862745098,1.2890004013018759,19.352941176470587,3.906448233176233,0.8333333333333334,248.72833333333332,1228.4363036303632,0.0
1515915625419850000,134.13310185185185,0.0,0.0,0.0,134.13310185185185,1,1.0,1,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,10.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0
1515915625527280000,74.26730324074074,0.8799918300653595,3.989297326304056,453.3334503807563,134.10674768518518,69,1.1530855715757908,106,99,6,1,1.536231884057971,1,0.014492753623188406,53.33,53.33,53.33,0.0,25,77,0.36231884057971014,1.1159420289855073,10.066037735849056,0.31679550034467724,20.07547169811321,3.776362858895916,0.8867924528301887,23.532608695652176,820.6552380952381,0.0
1515915625527290000,9.408622685185184,1.8605540008291872,9.059835293453537,486.94288310986235,134.06574074074075,68,0.5454963267295707,127,108,7,12,1.8676470588235294,12,0.17647058823529413,1110.4299999999998,92.53583333333331,370.14333333333326,1.0,27,91,0.39705882352941174,1.338235294117647,9.905511811023622,1.3940523940083258,19.212598425196852,6.0666011525241235,0.84251968503937,2199.7426470588234,1424.6527777777778,3.4566435185185185
1515915625527300000,132.20092592592593,0.026965692371475954,0.17036309814833253,631.7772071320555,134.0076273148148,68,37.637653027886145,128,126,2,0,1.8823529411764706,0,0.0,0.0,0.0,0.0,0.0,24,104,0.35294117647058826,1.5294117647058822,10.0,0.0,5.765625,8.914717880106458,0.9921875,82.94975490196077,20.48543307086614,0.0
1515915625527310000,32.08179398148148,2.9958292483660127,10.581527865733255,353.20864403418983,133.93998842592592,35,0.3436149657953118,49,43,3,3,1.4,3,0.08571428571428572,65.25,21.75,65.25,0.0,16,39,0.45714285714285713,1.1142857142857143,9.653061224489797,1.8091321631305628,2.6122448979591835,3.9094774082276236,0.9387755102040817,107.24666666666667,3055.745833333334,0.0029340277777777776
1515915625527320000,68.4287037037037,1.0556976179808841,3.83401390532557,363.17349210832396,133.8819560185185,63,0.9625190158158184,99,95,2,2,1.5714285714285714,2,0.031746031746031744,35.05,17.525,35.05,0.0,22,68,0.3492063492063492,1.0793650793650793,10.080808080808081,0.34037097638706987,3.98989898989899,2.9777917770126017,0.9191919191919192,39.95370370370371,961.762074829932,0.0
1515915625527330000,85.64868055555556,0.5537861856108982,2.319569426971374,418.8564986345022,133.8280787037037,88,1.8265068345064503,169,156,8,5,1.9204545454545454,5,0.056818181818181816,510.55,102.11,255.275,0.0,28,101,0.3181818181818182,1.1477272727272727,10.183431952662723,0.5526645923089323,6.3076923076923075,4.873397172404481,0.8284023668639053,404.43541666666664,412.9662698412698,11.25523148148148
1515915625527340000,111.32112268518519,0.43214454237891736,1.8468963828799514,427.37931450272424,133.7926388888889,53,2.358541342718328,96,81,9,6,1.8113207547169812,6,0.11320754716981132,584.81,97.46833333333332,116.96199999999999,0.0,21,64,0.39622641509433965,1.2075471698113207,10.020833333333334,0.14357588616379605,5.59375,2.3196103347896946,0.90625,16.37201257861635,340.62087719298245,0.027074074074074073
1515915625527350000,24.60130787037037,1.3817777191748712,8.164241311984597,590.8505542309565,133.76174768518518,80,0.7328662300712233,137,116,8,13,1.7125,13,0.1625,1056.57,81.27461538461537,132.07125,1.0,23,78,0.2875,0.975,9.992700729927007,0.7326056475204618,6.547445255474453,2.8439068067167432,0.8832116788321168,771.8520833333333,1155.8164215686274,0.0033651620370370367
1515915625515460000,133.73947916666665,0.0,0.0,0.0,133.73947916666665,1,1.0,1,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,10.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
1515915625527360000,30.355578703703703,1.003701119201726,5.369808315032745,535.0007300284287,133.73679398148147,104,1.0059854657401694,187,165,13,9,1.7980769230769231,9,0.08653846153846154,229.60999999999999,25.51222222222222,25.51222222222222,0.0,27,115,0.25961538461538464,1.1057692307692308,9.748663101604278,1.6117631529347205,7.550802139037433,3.1726887105716735,0.839572192513369,1326.2027243589744,800.3706989247313,11.287718460648147
1515915625527370000,41.38616898148148,1.1038456692451946,7.225288174693608,654.5560105004745,133.7134027777778,80,0.8664832326343259,135,119,7,9,1.6875,9,0.1125,315.16,35.01777777777778,78.79,0.0,36,93,0.45,1.1625,9.911111111111111,1.1228074266823034,7.985185185185185,3.4272507261765073,0.9333333333333333,2777.8183333333336,992.1732587064677,0.0763888888888889
1515915625527380000,50.13664351851852,0.9946968694885362,5.116096258638267,514.3372232858153,133.69118055555555,85,1.0172996346365037,112,105,5,2,1.3176470588235294,2,0.023529411764705882,186.69,93.345,93.345,0.0,26,80,0.3058823529411765,0.9411764705882353,9.982142857142858,0.8902084264210502,8.0625,2.593412479396265,0.9285714285714286,286.7258823529412,1083.9507507507508,0.033726851851851855
1515915625527390000,21.12162037037037,0.6830976080246913,3.0101148159074116,440.65661781655774,133.66975694444446,91,0.8085429290080509,205,194,8,3,2.2527472527472527,3,0.03296703296703297,399.87,133.29,133.29,0.0,30,106,0.32967032967032966,1.164835164835165,9.853658536585366,1.7201370158854832,9.878048780487806,3.79108294548795,0.8,1473.9018315018316,794.4574346405228,0.002013888888888889
1515915625527400000,0.5171643518518518,1.623590785907859,7.258644758621141,447.0735373484116,133.6516087962963,83,0.6234299496749317,156,138,11,7,1.8795180722891567,7,0.08433734939759036,1094.72,156.38857142857142,218.94400000000002,1.0,25,95,0.30120481927710846,1.144578313253012,9.91025641025641,1.246268209479261,8.923076923076923,2.3760592518365793,0.8782051282051282,1107.7206827309237,1236.861935483871,5.838103780864198
1515915625362630000,133.6365277777778,0.0,0.0,0.0,133.6365277777778,1,1.0,1,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,10.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0
1515915625527410000,51.74131944444444,1.153406690140845,8.159809977372484,707.4529779583706,133.63319444444446,72,0.8792081021468857,107,97,4,6,1.4861111111111112,6,0.08333333333333333,150.48,25.08,75.24,0.0,24,79,0.3333333333333333,1.0972222222222223,9.74766355140187,1.4927084282512022,9.728971962616823,2.5087397928567814,0.8037383177570093,3058.6386574074077,1112.493396226415,0.0009768518518518518
1515915625527420000,24.725578703703704,1.2234678006658344,5.69343045010943,465.3518831481268,133.61623842592593,90,0.8265171707985616,166,154,9,3,1.8444444444444446,3,0.03333333333333333,427.22,142.40666666666667,213.61,0.0,27,106,0.3,1.1777777777777778,9.72289156626506,1.6500744006149557,10.487951807228916,2.72082418842711,0.8674698795180723,165.6312962962963,950.3184848484848,0.09398148148148149
1515915625527430000,9.411215277777778,1.335338137196336,8.461055437245895,633.6264352496254,133.59766203703703,94,0.756926399401885,153,136,10,7,1.627659574468085,7,0.07446808510638298,637.35,91.05,91.05,0.0,23,91,0.24468085106382978,0.9680851063829787,9.941176470588236,0.9405715935539511,9.81045751633987,2.7880186182336515,0.8758169934640523,246.09113475177304,1176.5031798245614,0.2912384259259259
1515915625527440000,70.79087962962963,0.7947534282700423,3.4548883783773725,434.71198179008877,133.5795949074074,80,1.274114299776311,138,133,3,2,1.725,2,0.025,74.6,37.3,74.6,0.0,24,90,0.3,1.125,10.210144927536232,0.5974752054926317,10.123188405797102,2.3721403023175487,0.8695652173913043,1017.7618749999999,659.9689781021898,0.03715277777777778
1515915625379540000,133.57765046296296,0.0,0.0,0.0,133.57765046296296,1,1.0,1,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
1515915625527450000,22.38863425925926,1.0390088482173763,6.0609603454642,583.3405900116219,133.56287037037038,108,0.9714480960504314,213,166,25,22,1.9722222222222223,22,0.2037037037037037,468.55,21.297727272727272,42.595454545454544,0.0,24,104,0.2222222222222222,0.9629629629629629,9.906103286384976,1.3600119063846525,10.863849765258216,2.332149833361396,0.755868544600939,5.07962962962963,755.1457547169811,4.291067019400352
1515915625377800000,133.55186342592592,0.0,0.0,0.0,133.55186342592592,1,1.0,1,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
1515915625527460000,119.73621527777777,0.14233736636120659,0.5457875778108808,383.4464496313969,133.54429398148147,98,7.097294424727875,176,161,6,9,1.7959183673469388,9,0.09183673469387756,844.78,93.86444444444444,281.5933333333333,1.0,29,110,0.29591836734693877,1.1224489795918366,10.011363636363637,0.10629534937475535,11.840909090909092,2.397076141046425,0.8125,91.84625850340136,113.62076190476189,0.013013599537037037
1515915625527470000,5.826388888888889,1.0884836850071227,4.768038043875659,438.0440524328538,133.52634259259258,105,0.8222399222134931,174,157,11,6,1.6571428571428573,6,0.05714285714285714,675.37,112.56166666666667,135.074,0.0,31,112,0.29523809523809524,1.0666666666666667,9.908045977011493,1.5253706753756153,11.235632183908047,2.2261440268076003,0.8563218390804598,2183.1004761904765,1062.9360308285163,2.805263888888889
1515915625355700000,133.5161574074074,0.0,0.0,0.0,133.5161574074074,1,1.0,1,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,10.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0
1515915625527480000,7.400474537037037,1.2738088056490835,3.646899356654601,286.2988024954249,133.50754629629628,100,0.7929769409831501,152,138,6,8,1.52,8,0.08,1040.99,130.12375,173.49833333333333,1.0,30,102,0.3,1.02,9.697368421052632,2.1097047082666,12.460526315789474,2.842164968454887,0.7302631578947368,1899.8776666666665,1202.610485651214,15.725537367724867
1515915625527490000,18.312013888888888,1.3392655846253232,8.5006015317118,634.7211209858688,133.48885416666667,87,0.7553601903835678,147,133,6,8,1.6896551724137931,8,0.09195402298850575,359.8,44.975,71.96000000000001,0.0,24,105,0.27586206896551724,1.206896551724138,9.979591836734693,0.6871560186053145,12.374149659863946,1.9310401922341895,0.891156462585034,703.7005747126436,1135.9907534246574,1.1655406746031747
1515915625527500000,3.3936342592592594,1.6893020983645983,8.746661130410022,517.7677301696128,133.46989583333334,78,0.5996482298623075,113,103,8,2,1.4487179487179487,2,0.02564102564102564,163.7,81.85,81.85,0.0,25,76,0.32051282051282054,0.9743589743589743,10.0,0.823754471047914,12.398230088495575,1.5499989804653873,0.8849557522123894,567.292094017094,1672.4090773809523,0.028969907407407406
1515915625527510000,51.15324074074074,1.1430222800925927,5.977674620521215,522.9709625640003,133.4508449074074,73,0.8870246070853115,109,99,6,4,1.4931506849315068,4,0.0547945205479452,1364.3999999999999,341.09999999999997,682.1999999999999,1.0,24,80,0.3287671232876712,1.095890410958904,9.954128440366972,0.8859533586598637,12.79816513761468,1.9662891187216063,0.944954128440367,1.8027397260273972,1097.3013888888888,0.005698302469135802
1515915625527520000,13.349409722222223,1.464420731707317,6.706722207625758,457.9778244334622,133.43190972222223,83,0.6911914725293028,141,130,8,3,1.6987951807228916,3,0.03614457831325301,162.14,54.04666666666666,54.04666666666666,0.0,26,108,0.3132530120481928,1.3012048192771084,10.042553191489361,0.7734185747661567,14.22695035460993,2.4476484175814868,0.8794326241134752,167.4883534136546,1235.1342857142856,1.3641666666666667
1515915625483670000,133.42819444444444,0.0,0.0,0.0,133.42819444444444,1,1.0,1,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,10.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0
1515915625527530000,49.22368055555555,0.8769575858410493,4.892819035441054,557.9310920434741,133.4116087962963,97,1.1521841910947412,164,155,5,4,1.690721649484536,4,0.041237113402061855,507.30999999999995,126.82749999999999,169.10333333333332,0.0,32,97,0.32989690721649484,1.0,9.792682926829269,1.398840930173112,13.695121951219512,2.43284793293606,0.8780487804878049,51.05257731958762,743.7461145194275,0.31225694444444446
1515915625404190000,132.2972800925926,0.2730787037037037,0.32173861733236914,117.8190071099292,133.39467592592592,5,4.556241101091599,11,9,1,1,2.2,1,0.2,115.71,115.71,115.71,0.0,1,1,0.2,0.2,10.0,0.0,13.818181818181818,2.0889318714683736,0.5454545454545454,5.4399999999999995,158.02500000000003,0.0
1515915625527540000,41.32893518518519,1.150654224537037,6.22649506180586,541.1265112515513,133.39211805555556,81,0.8798305410975429,134,121,10,3,1.654320987654321,3,0.037037037037037035,568.63,189.54333333333332,189.54333333333332,0.0,23,92,0.2839506172839506,1.1358024691358024,9.82089552238806,1.3536402953343007,14.119402985074627,1.9078184057883252,0.9029850746268657,113.840329218107,996.7743107769423,0.007824074074074074
1515915625492850000,132.06680555555556,0.0,0.0,0.0,133.38825231481482,1,0.7567463410788889,12,5,3,4,12.0,4,4.0,344.64,86.16,344.64,0.0,1,1,1.0,1.0,10.0,0.0,16.75,3.4145410978769766,0.5,1902.8833333333334,172.98939393939392,0.3662577160493827
1515915625527550000,17.272986111111113,1.1382231526870008,3.904820353209713,343.06281189164116,133.3717476851852,103,0.8871756994090181,163,156,5,2,1.5825242718446602,2,0.019417475728155338,271.74,135.87,271.74,0.0,30,106,0.2912621359223301,1.029126213592233,9.595092024539877,2.3665311302082297,14.214723926380367,2.836582736470725,0.7914110429447853,23.521844660194176,1031.9889917695473,0.010069444444444445
1515915625355890000,133.35549768518518,0.0,0.0,0.0,133.35549768518518,1,1.0,1,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,10.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0
1515915625527560000,29.253923611111112,1.0009437321937322,3.8311835859341445,382.7571383595637,133.35252314814815,105,1.008659102686989,169,160,7,2,1.6095238095238096,2,0.01904761904761905,84.06,42.03,42.03,0.0,28,110,0.26666666666666666,1.0476190476190477,8.911242603550296,2.9956999331713283,14.804733727810651,2.7716208651876895,0.7869822485207101,183.68809523809523,892.2737103174603,101.87883101851853
1515915625527570000,70.21630787037037,0.7792222508001828,3.3416316495606524,428.84191848078433,133.33331018518518,82,1.2991745012065152,171,152,12,7,2.0853658536585367,7,0.08536585365853659,512.36,73.19428571428571,102.47200000000001,0.0,24,103,0.2926829268292683,1.2560975609756098,10.064327485380117,0.26890188086777633,15.625730994152047,1.8661800928567671,0.8713450292397661,1066.8967479674798,534.638137254902,0.34076003086419754
1515915625359360000,6.4569675925925925,15.858491030092592,14.039629055907039,88.53067438299055,133.3253125,9,0.07093968165635399,14,13,1,0,1.5555555555555556,0,0.0,0.0,0.0,0.0,0.0,4,10,0.4444444444444444,1.1111111111111112,8.214285714285714,4.42333969596888,14.571428571428571,1.3985864135061354,0.21428571428571427,7.544444444444445,14053.108974358973,0.0
1515915625515300000,25.810150462962962,35.835524691358025,61.207420421873046,170.8009606362304,133.31672453703703,4,0.03720702696045289,4,4,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,2,2,0.5,0.5,8.0,4.0,13.0,6.0,0.25,0.0,51603.15555555556,0.0
1515915625507920000,133.31631944444445,0.0,0.0,0.0,133.31645833333334,1,1.0,2,2,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,10.0,0.0,16.0,0.0,1.0,0.2,0.2,0.0
1515915625527580000,49.32328703703703,0.9031283602150538,4.4538721763341345,493.16048222354283,133.31422453703703,94,1.1191683626581737,175,153,15,7,1.8617021276595744,7,0.07446808510638298,1576.96,225.28,315.392,1.0,29,100,0.30851063829787234,1.0638297872340425,9.834285714285715,1.5502952735332622,14.537142857142857,4.379621415584042,0.7828571428571428,689.620390070922,695.0974137931034,2.1270891203703703
1515915625429920000,133.293125,0.0,0.0,0.0,133.29556712962963,1,1.0,2,2,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1.0,2.0,10.0,0.0,16.0,0.0,1.0,3.5166666666666666,3.5166666666666666,0.0
1515915625527590000,14.427326388888888,1.2129208002645502,6.313325327572839,520.5059824347838,133.29553240740742,99,0.8328551705792275,224,190,21,13,2.2626262626262625,13,0.13131313131313133,454.34000000000003,34.94923076923077,227.17000000000002,0.0,33,128,0.3333333333333333,1.292929292929293,9.875,1.4556215444673415,14.415178571428571,4.735321143880556,0.8214285714285714,3032.56531986532,767.579446935725,0.7379735725308643
1515915625451040000,133.27814814814815,0.0,0.0,0.0,133.27814814814815,1,1.0,1,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,10.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0
1515915625527600000,30.202083333333334,1.0965400906225375,6.256136062103593,570.5341843499588,133.27685185185186,95,0.9216610560025871,160,148,7,5,1.6842105263157894,5,0.05263157894736842,247.83999999999997,49.568,49.568,0.0,26,103,0.2736842105263158,1.0842105263157895,9.4375,2.3112726217552684,15.95,3.3247688717134123,0.8375,43.882456140350875,933.5073375262053,24.48101273148148
1515915625399530000,128.64090277777777,2.310144675925926,0.9288878768274533,40.20907809400063,133.26119212962962,3,0.6493099828904815,3,3,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0.3333333333333333,0.3333333333333333,10.0,0.0,13.666666666666666,4.932882862316247,0.3333333333333333,0.0,3326.6083333333336,0.0
1515915625527610000,63.31552083333333,0.6244930142195767,2.616370090787778,418.9590645873649,133.2587384259259,113,1.6155962492061187,187,182,4,1,1.654867256637168,1,0.008849557522123894,18.41,18.41,18.41,0.0,24,126,0.21238938053097345,1.1150442477876106,10.117647058823529,0.3547812040114261,15.026737967914439,5.055001946417216,0.7647058823529411,116.24380530973453,541.4958781362008,0.0
